标题,参考价,京东价,京东链接,产品图片,产品参数,存储容量,硬盘尺寸,接口类型,缓存,读取速度,写入速度,平均寻道时间,平均无故障时间
金士顿FURY M.2（1TB）,1099,699.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100028963514.html,https://2e.zol-img.com.cn/product/222_320x240/362/ceBx1eNJNRH6.jpg,"存储容量：1TB
硬盘尺寸：1.8英寸
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：7300MB/s
写入速度：6000MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,1.8英寸,M.2 PCIe接口,暂无数据,7300MB/s,6000MB/s,暂无数据,暂无数据
致态TiPlus7100固态硬盘《黑神话·悟空》联名版（2TB）,1099,969.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100135244590.html,https://2c.zol-img.com.cn/product/269_320x240/552/ceqSOAAEKFJ1o.jpg,"存储容量：2TB
硬盘尺寸：2280
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：7000MB/s
写入速度：6000MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",2TB,2280,M.2 PCIe接口,无缓存,7000MB/s,6000MB/s,暂无数据,150万小时
大华C970 PRO（1TB）,1099,,,https://2c.zol-img.com.cn/product/217_320x240/944/ce769UG3ZXj1s.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：7400MB/s
写入速度：5200MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,7400MB/s,5200MB/s,暂无数据,150万小时
梵想S690MQ（4TB）,1099,1699.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10075767767629.html,https://2e.zol-img.com.cn/product/246_320x240/146/ceH7QeVV9gw.jpg,"存储容量：4TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：5000mb/s
写入速度：4200mb/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",4TB,暂无数据,M.2 PCIe接口,暂无数据,5000mb/s,4200mb/s,暂无数据,暂无数据
威刚XPG S70 Blade-W 2TB,1099,939.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100070188336.html,https://2a.zol-img.com.cn/product/263_320x240/8/cePx6aXhhw3Sc.png,"存储容量：2TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：2GB
读取速度：7400MB/s
写入速度：6800MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",2TB,暂无数据,M.2 PCIe接口,2GB,7400MB/s,6800MB/s,暂无数据,暂无数据
金百达KP230 Pro（2TB）,1099,,,https://2c.zol-img.com.cn/product/225_320x240/938/celpcGVBRWQ6Y.jpg,"存储容量：2TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：2GB
读取速度：2986MB/s
写入速度：2641MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",2TB,暂无数据,M.2 PCIe接口,2GB,2986MB/s,2641MB/s,暂无数据,暂无数据
铠侠RD20（1000GB）,1099,599.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10053560969978.html,https://2e.zol-img.com.cn/product/222_320x240/162/cerYwgQ0EbxFo.png,"存储容量：1000GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：1GB
读取速度：3400MB/s
写入速度：3200MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",1000GB,暂无数据,M.2 PCIe接口,1GB,3400MB/s,3200MB/s,暂无数据,150万小时
影驰HOF PRO M.2（1TB）,1099,,,https://2e.zol-img.com.cn/product/225_320x240/278/cehTuL7mu4cX2.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：5000MB/s
写入速度：4400MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,5000MB/s,4400MB/s,暂无数据,暂无数据
影驰擎 PRO PCI-E 2280 M.2(1TB),1099,,,https://2c.zol-img.com.cn/product/225_320x240/490/cewaN5hqCZdkI.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3400MB/s
写入速度：3000MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,3400MB/s,3000MB/s,暂无数据,暂无数据
朗科绝影NV7000（1TB）,1099,499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100036032574.html,https://2e.zol-img.com.cn/product/225_320x240/320/ceecslhPWasBo.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：7200MB/s
写入速度：5500MB/s
平均无故障时间：700万小时
平均寻道时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,7200MB/s,5500MB/s,暂无数据,700万小时
技嘉钛雕473（2TB）,1099,1499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10029494093696.html,https://2c.zol-img.com.cn/product/235_320x240/280/ce4EN5FArBZU.jpg,"存储容量：2TB
硬盘尺寸：1.8英寸
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：7300MB/s
写入速度：6850MB/s
平均无故障时间：160万小时
平均寻道时间：暂无数据",2TB,1.8英寸,M.2 PCIe接口,暂无数据,7300MB/s,6850MB/s,暂无数据,160万小时
特科芯V780（1TB）,1100,399.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/51459509967.html,https://2b.zol-img.com.cn/product/225_320x240/61/ceJw9Y8OxGew.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：1GB
读取速度：3300MB/s
写入速度：3000MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,1GB,3300MB/s,3000MB/s,暂无数据,暂无数据
VEIGLO M200（512GB）,1100,,,https://2c.zol-img.com.cn/product/214_320x240/636/ceIsz6GF0ixE.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3400MB/s
写入速度：2700MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,暂无数据,3400MB/s,2700MB/s,暂无数据,暂无数据
海盗船MP300（240GB）,1109,,,https://2d.zol-img.com.cn/product/197_320x240/537/ceVyBiYgRfR.jpg,"存储容量：240GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3000MB/s
写入速度：2400MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",240GB,暂无数据,M.2 PCIe接口,暂无数据,3000MB/s,2400MB/s,暂无数据,暂无数据
三星990 PRO NVMe M.2（2TB）,1119,1299.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100045627665.html,https://2c.zol-img.com.cn/product/247_320x240/38/ceJToN6IVuQYs.png,"存储容量：2TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：7450MB/s
写入速度：6900MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",2TB,暂无数据,M.2 PCIe接口,暂无数据,7450MB/s,6900MB/s,暂无数据,暂无数据
Colorful CN700 PRO （4TB）,1119,1499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10079750457549.html,https://2b.zol-img.com.cn/product/230_320x240/229/ceRmsizjj0q2.jpg,"存储容量：4TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：7000MB/s
写入速度：5500MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",4TB,暂无数据,M.2 PCIe接口,暂无数据,7000MB/s,5500MB/s,暂无数据,暂无数据
西部数据BLACK SN750（1TB）,1159,1279.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10037046691481.html,https://2e.zol-img.com.cn/product/221_320x240/564/cez6havACove2.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3470MB/s
写入速度：3000MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,3470MB/s,3000MB/s,暂无数据,暂无数据
海盗船M600 CORE (1TB),1169,,,https://2e.zol-img.com.cn/product/226_320x240/612/cebwEdoZr1aYo.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：4950MB/s
写入速度：3950MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,4950MB/s,3950MB/s,暂无数据,暂无数据
三星990 EVO 2TB,1179,959.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100090508404.html,https://2c.zol-img.com.cn/product/259_320x240/262/cecVU26vMNXj.png,"存储容量：2TB
硬盘尺寸：M.2-2280
接口类型：M.2 PCIe接口
缓存：HMB
读取速度：5000MB/s
写入速度：4200MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",2TB,M.2-2280,M.2 PCIe接口,HMB,5000MB/s,4200MB/s,暂无数据,150万小时
梵想S790（4TB）,1179,1549.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100059054421.html,https://2c.zol-img.com.cn/product/244_320x240/854/cesrAgAgzokY.jpg,"存储容量：4TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：7450MB/s
写入速度：6500MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",4TB,暂无数据,M.2 PCIe接口,暂无数据,7450MB/s,6500MB/s,暂无数据,暂无数据
威刚XPG 翼龙 S50 PRO（2000GB）,1198,,,https://2b.zol-img.com.cn/product/224_320x240/841/cerHvNCOD6KOM.jpg,"存储容量：2000GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：5000MB/s
写入速度：4000MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",2000GB,暂无数据,M.2 PCIe接口,暂无数据,5000MB/s,4000MB/s,暂无数据,暂无数据
三星990 PRO NVMe M.2散热片版（2TB）,1199,1299.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10041429630541.html,https://2d.zol-img.com.cn/product/222_320x240/223/ce4aDsTe6O7A2.jpg,"存储容量：2TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：7450MB/s
写入速度：6900MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",2TB,暂无数据,M.2 PCIe接口,暂无数据,7450MB/s,6900MB/s,暂无数据,暂无数据
英睿达P5 M.2（1TB）,1199,,,https://2b.zol-img.com.cn/product/225_320x240/793/ceELoLvKKdf7E.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3400MB/s
写入速度：3000MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,3400MB/s,3000MB/s,暂无数据,暂无数据
影驰HOF PRO 20 M.2（1TB）,1199,,,https://2b.zol-img.com.cn/product/225_320x240/151/ceF9KP1EYV5oc.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：4900MB/s
写入速度：4400MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,4900MB/s,4400MB/s,暂无数据,暂无数据
三星970 EVO Plus NVMe M.2（1TB）,1199,759.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/67358430115.html,https://2f.zol-img.com.cn/product/221_320x240/583/cewWrbMpWz5Yw.jpg,"存储容量：1TB
硬盘尺寸：M.2-2280
接口类型：M.2 PCIe接口
缓存：1GB
读取速度：3500MB/s
写入速度：3300MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",1TB,M.2-2280,M.2 PCIe接口,1GB,3500MB/s,3300MB/s,暂无数据,150万小时
Team CARDEA IOPS（1TB）,1199,,,https://2f.zol-img.com.cn/product/212_320x240/179/cel5pEQoUwFI.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3400MB/s
写入速度：3000MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,3400MB/s,3000MB/s,暂无数据,150万小时
Team CARDEA Liquid（1TB）,1199,,,https://2d.zol-img.com.cn/product/212_320x240/327/cecjtsEm3S.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3400MB/s
写入速度：3000MB/s
平均无故障时间：200万小时
平均寻道时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,3400MB/s,3000MB/s,暂无数据,200万小时
Team CARDEA II TUF Gaming Alliance（1TB）,1199,,,https://2a.zol-img.com.cn/product/212_320x240/402/ceBQtB7GEcw1g.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3400MB/s
写入速度：3000MB/s
平均无故障时间：200万小时
平均寻道时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,3400MB/s,3000MB/s,暂无数据,200万小时
朗科NV3000 RGB（2TB）,1199,,,https://2e.zol-img.com.cn/product/222_320x240/480/ceXGV3SIiUtEc.jpg,"存储容量：2TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3500MB/s
写入速度：2100MB/s
平均无故障时间：600万小时
平均寻道时间：暂无数据",2TB,暂无数据,M.2 PCIe接口,暂无数据,3500MB/s,2100MB/s,暂无数据,600万小时
西部数据WD BLACK SN850X NVMe SSD 散热片版（1TB）,1199,669.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10059187089497.html,https://2d.zol-img.com.cn/product/222_320x240/711/ceCAs4GtZ5Op2.jpg,"存储容量：4TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：1GB
读取速度：7300MB/s
写入速度：6300MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",4TB,暂无数据,M.2 PCIe接口,1GB,7300MB/s,6300MB/s,暂无数据,暂无数据
英睿达P5 Plus M.2（1TB）,1199,499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10067425324104.html,https://2b.zol-img.com.cn/product/225_320x240/523/ceEjz7sgUOpE.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：6600MB/s
写入速度：5000MB/s
平均无故障时间：200万小时
平均寻道时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,6600MB/s,5000MB/s,暂无数据,200万小时
aigo P5000（1TB）,1199,,,https://2e.zol-img.com.cn/product/225_320x240/544/ceOWlnnCCfHA.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：1GB
读取速度：5000MB/s
写入速度：4500MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,1GB,5000MB/s,4500MB/s,暂无数据,暂无数据
三星960 PRO NVMe M.2（512GB）,1199,1189.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/20908203357.html,https://2e.zol-img.com.cn/product/222_320x240/184/cehMIR3ISldi2.png,"存储容量：512GB
硬盘尺寸：2.5英寸
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3500MB/s
写入速度：2100MB/s
平均寻道时间：0.5ms
平均无故障时间：150万小时",512GB,2.5英寸,M.2 PCIe接口,暂无数据,3500MB/s,2100MB/s,0.5ms,150万小时
朗科绝影NV7000-t（4TB）,1199,1589.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100112658183.html,https://2e.zol-img.com.cn/product/256_320x240/590/ceXfjTKhagLKU.png,"存储容量：4TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：7300MB/s
写入速度：6700MB/s
平均无故障时间：2560万小时
平均寻道时间：暂无数据",4TB,暂无数据,M.2 PCIe接口,无缓存,7300MB/s,6700MB/s,暂无数据,2560万小时
光威弈 M.2（4TB）,1199,,,https://2d.zol-img.com.cn/product/256_320x240/619/ceyj47g76LxdQ.png,"存储容量：4TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：7450MB/s
写入速度：6500MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",4TB,暂无数据,M.2 PCIe接口,暂无数据,7450MB/s,6500MB/s,暂无数据,150万小时
惠普FX900PRO M.2（1TB ）,1199,539.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100039085858.html,https://2a.zol-img.com.cn/product/225_320x240/782/ceyA7VYNBDQqg.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：7400MB/s
写入速度：6400MB/s
平均无故障时间：100万小时
平均寻道时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,7400MB/s,6400MB/s,暂无数据,100万小时
忆捷S450 PCIE（1TB）,1199,,,https://2b.zol-img.com.cn/product/196_320x240/547/cepCrmtwUeRs.jpg,"存储容量：1TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1880MB/s
写入速度：1200MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",1TB,暂无数据,M.2 PCIe接口,暂无数据,1880MB/s,1200MB/s,暂无数据,150万小时
金泰克速虎DP3500 2TB,1209,,,https://2c.zol-img.com.cn/product/221_320x240/542/ce6elIIJ6fChw.jpg,"存储容量：2TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3500MB/s
写入速度：3000MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",2TB,暂无数据,M.2 PCIe接口,暂无数据,3500MB/s,3000MB/s,暂无数据,暂无数据
海康威视CC700（2TB）,1249,879.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10063203514569.html,https://2c.zol-img.com.cn/product/224_320x240/852/ceQX6JRrF7XCA.png,"存储容量：2TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：7450MB/s
写入速度：6750MB/s
平均无故障时间：200万小时
平均寻道时间：暂无数据",2TB,暂无数据,M.2 PCIe接口,暂无数据,7450MB/s,6750MB/s,暂无数据,200万小时
海康威视A4000 4TB,1249,1499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100071721736.html,https://2d.zol-img.com.cn/product/259_320x240/917/cewKJbT5ZeU.png,"存储容量：4TB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：7300MB/s
写入速度：6200MB/s
平均无故障时间：200万小时
平均寻道时间：暂无数据",4TB,暂无数据,M.2 PCIe接口,无缓存,7300MB/s,6200MB/s,暂无数据,200万小时
