标题,参考价,京东价,京东链接,产品图片,产品参数,适用类型,内存容量,内存类型,内存主频
金泰克战虎Z3 16GB（2×8GB）DDR4 3600,689,,,https://2c.zol-img.com.cn/product/215_320x240/338/ceX4blHf64xqM.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3600MHz",台式机,暂无数据,DDR4,3600MHz
美商海盗船复仇者RGB 8GB DDR4 3200吹雪联名款,9799,,,https://2e.zol-img.com.cn/product/222_320x240/596/cec5kvQ20fePA.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3200MHz",台式机,暂无数据,DDR4,3200MHz
Team 引领者 EXPERT DDR4 OC10L 16GB（8GB×2）3600,522,,,https://2d.zol-img.com.cn/product/226_320x240/577/cedSXOV8Japc.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3600MHz",台式机,暂无数据,DDR4,3600MHz
雷克沙Hades RGB 16GB（2×8GB）DDR4 3600,529,,,https://2c.zol-img.com.cn/product/215_320x240/156/ceBCbSBzL3JVc.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3600MHz",台式机,暂无数据,DDR4,3600MHz
金士顿HyperX Savage 16GB DDR3 2400,1899,,,https://2f.zol-img.com.cn/product/144_320x240/833/cec7TPMErOh3k.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR3
内存主频：2400MHz",台式机,暂无数据,DDR3,2400MHz
威刚XPG 龙耀D50 16GB（2×8GB）DDR4 4133,999,,,https://2f.zol-img.com.cn/product/214_320x240/95/cehvAng0LWL.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：4133MHz",台式机,暂无数据,DDR4,4133MHz
金泰克磐虎 8GB DDR3 1600,259,109.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/32104394876.html,https://2c.zol-img.com.cn/product/196_320x240/22/ce2HUcuEwIICo.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR3
内存主频：1600MHz",台式机,暂无数据,DDR3,1600MHz
Great Wall（长城） 铠甲系列 DDR5 5600 16GB,319,239.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100088309830.html,https://2d.zol-img.com.cn/product/259_320x240/779/ceBdKjWuXI3E6.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：5600MHz",台式机,暂无数据,DDR5,5600MHz
Great Wall（长城） 铠甲系列 DDR5 5600 32GB（2×16GB）,619,459.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100082654627.html,https://2d.zol-img.com.cn/product/259_320x240/773/cerR4dQmIVL2Y.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：5600MHz",台式机,暂无数据,DDR5,5600MHz
玖合精工 16GB DDR4 3000,469,,,https://2e.zol-img.com.cn/product/203_320x240/760/ceUpK6mpMaiPU.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3000MHz",台式机,暂无数据,DDR4,3000MHz
金士顿龙年限量版 4GB DDR3 1600（KHX1600C9D3B1R/4G）,169,,,https://2b.zol-img.com.cn/product/86_320x240/273/ceaJ3mPnkguDc.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR3
内存主频：1600MHz",台式机,暂无数据,DDR3,1600MHz
梅捷4GB DDR4 2400（台式机）,99,,,https://2e.zol-img.com.cn/product/214_320x240/810/cesZBqef2Snac.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：2400MHz",台式机,暂无数据,DDR4,2400MHz
枭鲸16GB DDR4 2666（笔记本）,399,,,https://2e.zol-img.com.cn/product/205_320x240/790/ceIiRzq34mvK6.jpg,"适用类型：笔记本
内存容量：暂无数据
内存类型：DDR4
内存主频：2666MHz",笔记本,暂无数据,DDR4,2666MHz
枭鲸16GB DDR4 2666（台式机）,409,,,https://2c.zol-img.com.cn/product/205_320x240/818/cedNh57LOOVVk.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：2666MHz",台式机,暂无数据,DDR4,2666MHz
阿斯加特雷神索尔 DDR5 6800 32GB（2×16GB）,1999,909.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100137634424.html,https://2b.zol-img.com.cn/product/269_320x240/851/ceb8BLj09arg.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6800MHz",台式机,暂无数据,DDR5,6800MHz
七彩虹MEOW 橘影橙 DDR5 6400 32GB（2×16GB）,929,739.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100143211120.html,https://2f.zol-img.com.cn/product/269_320x240/939/ce09Nk8NqPV3Y.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6400MHz",台式机,暂无数据,DDR5,6400MHz
海盗船统治者铂金 RGB 32GB（2×16GB）DDR4 3000,1599,,,https://2d.zol-img.com.cn/product/206_320x240/559/cexyayzVlj4nk.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3000MHz",台式机,暂无数据,DDR4,3000MHz
金士顿16GB DDR5 5200笔记本内存条,419,,,https://2c.zol-img.com.cn/product/258_320x240/360/ceqjfQhWjy9k.jpg,"适用类型：笔记本
内存容量：暂无数据
内存类型：DDR5
内存主频：5200MHz",笔记本,暂无数据,DDR5,5200MHz
金士顿32GB DDR5 5200笔记本内存条,759,649.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100080925528.html,https://2c.zol-img.com.cn/product/258_320x240/360/ceqjfQhWjy9k.jpg,"适用类型：笔记本
内存容量：暂无数据
内存类型：DDR5
内存主频：5200MHz",笔记本,暂无数据,DDR5,5200MHz
金士顿32GB(16G×2) DDR5 5200笔记本内存条,819,,,https://2c.zol-img.com.cn/product/258_320x240/360/ceqjfQhWjy9k.jpg,"适用类型：笔记本
内存容量：暂无数据
内存类型：DDR5
内存主频：5200MHz",笔记本,暂无数据,DDR5,5200MHz
金士顿64GB(32G×2) DDR5 5200笔记本内存条,1499,,,https://2c.zol-img.com.cn/product/258_320x240/360/ceqjfQhWjy9k.jpg,"适用类型：笔记本
内存容量：暂无数据
内存类型：DDR5
内存主频：5200MHz",笔记本,暂无数据,DDR5,5200MHz
xingyixin（星亿芯）ddr4 2133 16g ddr4 2133 16g,289,219.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/62920502110.html,https://2a.zol-img.com.cn/product/229_320x240/740/ce1gmrkRz62U.jpg,"适用类型：288-pin ddr4 sdram
内存容量：暂无数据
内存类型：暂无数据
内存主频：暂无数据",288-pin ddr4 sdram,暂无数据,暂无数据,暂无数据
协德4GB DDR3 1333马甲条,129,,,https://2b.zol-img.com.cn/product/197_320x240/733/ceVu36E0ABBs.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR3
内存主频：1333MHz",台式机,暂无数据,DDR3,1333MHz
创见DDR4 2400 8GB（笔记本）,309,148.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/45254439948.html,https://2c.zol-img.com.cn/product/197_320x240/730/ceAz1Bc2q1yk.jpg,"适用类型：笔记本
内存容量：暂无数据
内存类型：DDR4
内存主频：2400MHz",笔记本,暂无数据,DDR4,2400MHz
影驰GAMER BLUE 16GB（2×8GB）DDR4 3000,649,,,https://2b.zol-img.com.cn/product/226_320x240/853/ceJhs8DPIKqUY.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3000MHz",台式机,暂无数据,DDR4,3000MHz
金士顿骇客神条 时空裂痕游戏版 16GB DDR3 1600,1079,,,https://2d.zol-img.com.cn/product/111_320x240/501/ce6Cd5cFrCVNI.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR3
内存主频：1600MHz",台式机,暂无数据,DDR3,1600MHz
金士顿骇客神条T2 8GB DDR3 2133（KHX21C11T2K2/8X）,725,,,https://2b.zol-img.com.cn/product/107_320x240/647/ceuvD2IhlEn2.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR3
内存主频：2133MHz",台式机,暂无数据,DDR3,2133MHz
科赋16GB DDR5 4800,849,,,https://2a.zol-img.com.cn/product/221_320x240/988/ceaIQgY6V0UE.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：4800MHz",台式机,暂无数据,DDR5,4800MHz
Team Delta RGB 32GB（2×16GB）DDR4 3600,1099,,,https://2b.zol-img.com.cn/product/208_320x240/843/ceoCETMOxnG6g.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3600MHz",台式机,暂无数据,DDR4,3600MHz
光威深渊 16GB（2×8GB）DDR4 3600,679,,,https://2d.zol-img.com.cn/product/213_320x240/217/ceny4rVqGzvso.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3600MHz",台式机,暂无数据,DDR4,3600MHz
金邦锐速 8GB DDR4 2666,309,,,https://2f.zol-img.com.cn/product/213_320x240/295/ceKxsMlxy07v.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：2666MHz",台式机,暂无数据,DDR4,2666MHz
宇瞻盔甲武士 8GB DDR3 1600,349,,,https://2d.zol-img.com.cn/product/104_320x240/429/ceCZHCCDhF37A.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR3
内存主频：1600MHz",台式机,暂无数据,DDR3,1600MHz
金邦摩羯 DDR5 6000 32GB（2×16GB）,1249,,,https://2b.zol-img.com.cn/product/259_320x240/471/cerOln8dNumA.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6000MHz",台式机,暂无数据,DDR5,6000MHz
金邦摩羯 DDR5 6400 32GB（2×16GB）,829,,,https://2b.zol-img.com.cn/product/259_320x240/471/cerOln8dNumA.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6400MHz",台式机,暂无数据,DDR5,6400MHz
金邦摩羯 DDR5 6800 32GB（2×16GB）,949,,,https://2b.zol-img.com.cn/product/259_320x240/471/cerOln8dNumA.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6800MHz",台式机,暂无数据,DDR5,6800MHz
金邦摩羯 DDR5 7200 32GB（2×16GB）,1099,,,https://2b.zol-img.com.cn/product/259_320x240/471/cerOln8dNumA.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：7200MHz",台式机,暂无数据,DDR5,7200MHz
金邦摩羯 ROG联名 DDR5 6400 32GB（2×16GB）,1299,,,https://2c.zol-img.com.cn/product/259_320x240/472/cej89ck7vtq.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6400MHz",台式机,暂无数据,DDR5,6400MHz
协德4GB DDR4 2400马甲条,109,,,https://2a.zol-img.com.cn/product/197_320x240/530/ceCbeK74piT9Q.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：2400MHz",台式机,暂无数据,DDR4,2400MHz
宇瞻黑豹玩家 8GB DDR3 1600,519,,,https://2e.zol-img.com.cn/product/104_320x240/830/ceovEUHc7gcXk.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR3
内存主频：1600MHz",台式机,暂无数据,DDR3,1600MHz
七彩虹白羊座 DDR4 3600 16GB（2×8GB）,249,199.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10116499948975.html,https://2a.zol-img.com.cn/product/269_320x240/30/ceaCOfnwMZYKI.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3600MHz",台式机,暂无数据,DDR4,3600MHz
七彩虹白羊座 DDR4 3600 32GB（2×16GB）,479,329.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10111206225119.html,https://2a.zol-img.com.cn/product/269_320x240/30/ceaCOfnwMZYKI.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3600MHz",台式机,暂无数据,DDR4,3600MHz
挚科琉光 DDR5 6800 32GB（2×16GB）,799,,,https://2e.zol-img.com.cn/product/260_320x240/602/ceRkSGn3VkDco.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6800MHz",台式机,暂无数据,DDR5,6800MHz
挚科琉光 DDR5 6800 48GB（2×24GB）,1499,,,https://2e.zol-img.com.cn/product/260_320x240/602/ceRkSGn3VkDco.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6800MHz",台式机,暂无数据,DDR5,6800MHz
金邦16GB DDR4 2666,529,149.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/68542282466.html,https://2c.zol-img.com.cn/product/198_320x240/846/ceCcq11RxgCP6.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：2666MHz",台式机,暂无数据,DDR4,2666MHz
海盗船8GB DDR3 2133（CMZ8GX3M2A2133C11R）,629,,,https://2b.zol-img.com.cn/product/115_320x240/141/ceTyYZbUCXRg.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR3
内存主频：2133MHz",台式机,暂无数据,DDR3,2133MHz
Team Delta RGB 32GB（2×16GB）DDR5 6400,6559,,,https://2d.zol-img.com.cn/product/222_320x240/599/ceD4Wgv1E1pM.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6400MHz",台式机,暂无数据,DDR5,6400MHz
七彩虹战斧 赤焰 16GB（2×8GB）DDR4 4000,299,,,https://2b.zol-img.com.cn/product/238_320x240/977/ceXKBHSoVTxhc.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：4000MHz",台式机,暂无数据,DDR4,4000MHz
海力士8GB DDR3L 1866（笔记本）,229,89.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/72477089847.html,https://2e.zol-img.com.cn/product/218_320x240/554/ceKRwfjpTDoc.jpg,"适用类型：笔记本
内存容量：暂无数据
内存类型：DDR3L
内存主频：1866MHz",笔记本,暂无数据,DDR3L,1866MHz
金士顿骇客神条 时空裂痕游戏版 8GB DDR3 1600,559,,,https://2f.zol-img.com.cn/product/111_320x240/467/cebkFshDyGo.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR3
内存主频：1600MHz",台式机,暂无数据,DDR3,1600MHz
金士顿2GB DDR3 1600（KVR16S11/2）,99,,,https://2d.zol-img.com.cn/product/107_320x240/601/ceffsLDXePQUU.jpg,"适用类型：笔记本
内存容量：暂无数据
内存类型：DDR3
内存主频：1600MHz",笔记本,暂无数据,DDR3,1600MHz
美商海盗船统治者泰坦RGB 32GB(16Gx2) DDR5 6000,1399,1329.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100070862523.html,https://2c.zol-img.com.cn/product/258_320x240/944/ceQs8IMSUbpvk.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6000MHz",台式机,暂无数据,DDR5,6000MHz
美商海盗船统治者泰坦RGB 64GB(32Gx2) DDR5 6000,2449,,,https://2c.zol-img.com.cn/product/258_320x240/944/ceQs8IMSUbpvk.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6000MHz",台式机,暂无数据,DDR5,6000MHz
威刚XPG 16GB DDR4 2666,599,,,https://2d.zol-img.com.cn/product/192_320x240/593/ce9RgqH4QBWxI.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：2666MHz",台式机,暂无数据,DDR4,2666MHz
联想16GB DDR5 5600,309,279.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100074550438.html,https://2c.zol-img.com.cn/product/257_320x240/86/censBVlJmBu1w.png,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：5600MHz",台式机,暂无数据,DDR5,5600MHz
美商海盗船复仇者RGB SL 8GB D4 3200,9799,,,https://2d.zol-img.com.cn/product/222_320x240/397/cezvNGLLOhr9M.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3200MHz",台式机,暂无数据,DDR4,3200MHz
瑞势天狼 4GB DDR4 2133,369,,,https://2b.zol-img.com.cn/product/186_320x240/901/cehVUr92A7Vg.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：2133MHz",台式机,暂无数据,DDR4,2133MHz
金士顿FURY Renegade 16GB（2×8GB）DDR4 5333（KF453C20RBK2/16）,8699,,,https://2a.zol-img.com.cn/product/226_320x240/560/ceUpjgrNhfScU.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：5333MHz",台式机,暂无数据,DDR4,5333MHz
朗科越影 16GB DDR4 2400,299,,,https://2c.zol-img.com.cn/product/214_320x240/670/cehMrZhXpmobc.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：2400MHz",台式机,暂无数据,DDR4,2400MHz
精粤4GB DDR3 1600,108,,,https://2d.zol-img.com.cn/product/201_320x240/273/ce6qsCBag6NXs.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR3
内存主频：1600MHz",台式机,暂无数据,DDR3,1600MHz
协德勇者系列 8GB DDR3 1333（仅适用AMD处理器）,138,,,https://2f.zol-img.com.cn/product/198_320x240/783/cejmOrwZLZPY.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR3
内存主频：1333MHz",台式机,暂无数据,DDR3,1333MHz
美商海盗船复仇者 笔记本内存 DDR5 4800 16GB,339,339.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10087814214835.html,https://2a.zol-img.com.cn/product/259_320x240/980/cejUuxJKmYp9Y.png,"适用类型：笔记本
内存容量：暂无数据
内存类型：DDR5
内存主频：4800MHz",笔记本,暂无数据,DDR5,4800MHz
美商海盗船复仇者 笔记本内存 DDR5 4800 32GB,659,659.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10087814214836.html,https://2a.zol-img.com.cn/product/259_320x240/980/cejUuxJKmYp9Y.png,"适用类型：笔记本
内存容量：暂无数据
内存类型：DDR5
内存主频：4800MHz",笔记本,暂无数据,DDR5,4800MHz
枭鲸32GB DDR4 3000 电竞版,689,,,https://2c.zol-img.com.cn/product/205_320x240/900/ceiroH0jrrIJo.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：3000MHz",台式机,暂无数据,DDR4,3000MHz
金鹏城8GB DDR4 2400,520,,,https://2e.zol-img.com.cn/product/183_320x240/498/cefjuiXflUStc.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：2400MHz",台式机,暂无数据,DDR4,2400MHz
海盗船复仇者Pro 64GB DDR3 2133 （CMY64GX3M8A2133C11）,2999,,,https://2b.zol-img.com.cn/product/149_320x240/71/ce9O08kllbcfc.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR3
内存主频：2133MHz",台式机,暂无数据,DDR3,2133MHz
阿斯加特雷神索尔 DDR5 7200 32GB（2×16GB）,969,929.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100142560568.html,https://2d.zol-img.com.cn/product/269_320x240/877/ceVKLTgeV8VQ.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：7200MHz",台式机,暂无数据,DDR5,7200MHz
阿斯加特博德斯曼 双叉戟 DDR5 6400 32GB（2×16GB）,719,,,https://2e.zol-img.com.cn/product/269_320x240/46/cenPnZl4yTxlA.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR5
内存主频：6400MHz",台式机,暂无数据,DDR5,6400MHz
金邦4GB DDR4 2400,229,,,https://2d.zol-img.com.cn/product/198_320x240/901/ce3iRrSzHpB0s.jpg,"适用类型：台式机
内存容量：暂无数据
内存类型：DDR4
内存主频：2666MHz",台式机,暂无数据,DDR4,2666MHz
